"id","sp","site","ind","warm","photo","chill","lday","bday","risk"
"ACEPEN01_HF_01","ACEPEN","HF","ACEPEN01_HF",15,12,2,43,13,30
"ACEPEN01_HF_02","ACEPEN","HF","ACEPEN01_HF",15,8,1,52,15,37
"ACEPEN01_HF_03","ACEPEN","HF","ACEPEN01_HF",15,12,0,48,20,28
"ACEPEN01_HF_04","ACEPEN","HF","ACEPEN01_HF",20,8,2,41,24,17
"ACEPEN01_HF_05","ACEPEN","HF","ACEPEN01_HF",20,8,0,34,18,16
"ACEPEN01_HF_07","ACEPEN","HF","ACEPEN01_HF",20,12,2,27,14,13
"ACEPEN01_HF_10","ACEPEN","HF","ACEPEN01_HF",15,8,0,68,33,35
"ACEPEN01_HF_11","ACEPEN","HF","ACEPEN01_HF",20,12,1,38,13,25
"ACEPEN01_HF_12","ACEPEN","HF","ACEPEN01_HF",15,12,1,37,13,24
"ACEPEN02_HF_01","ACEPEN","HF","ACEPEN02_HF",15,8,1,44,9,35
"ACEPEN02_HF_02","ACEPEN","HF","ACEPEN02_HF",15,12,0,40,20,20
"ACEPEN02_HF_04","ACEPEN","HF","ACEPEN02_HF",15,8,0,68,21,47
"ACEPEN02_HF_06","ACEPEN","HF","ACEPEN02_HF",20,8,0,40,27,13
"ACEPEN02_HF_07","ACEPEN","HF","ACEPEN02_HF",15,12,2,37,13,24
"ACEPEN02_HF_10","ACEPEN","HF","ACEPEN02_HF",20,8,2,50,24,26
"ACEPEN02_HF_11","ACEPEN","HF","ACEPEN02_HF",20,12,1,24,8,16
"ACEPEN02_HF_12","ACEPEN","HF","ACEPEN02_HF",15,12,1,30,8,22
"ACEPEN03_HF_02","ACEPEN","HF","ACEPEN03_HF",20,12,0,33,13,20
"ACEPEN03_HF_03","ACEPEN","HF","ACEPEN03_HF",20,8,2,31,13,18
"ACEPEN03_HF_04","ACEPEN","HF","ACEPEN03_HF",15,12,0,40,20,20
"ACEPEN03_HF_05","ACEPEN","HF","ACEPEN03_HF",15,12,1,30,8,22
"ACEPEN03_HF_06","ACEPEN","HF","ACEPEN03_HF",15,8,0,68,21,47
"ACEPEN03_HF_08","ACEPEN","HF","ACEPEN03_HF",20,12,1,24,3,21
"ACEPEN03_HF_09","ACEPEN","HF","ACEPEN03_HF",20,12,2,36,20,16
"ACEPEN03_HF_10","ACEPEN","HF","ACEPEN03_HF",20,8,0,40,18,22
"ACEPEN03_HF_11","ACEPEN","HF","ACEPEN03_HF",15,12,2,50,13,37
"ACEPEN04_HF_01","ACEPEN","HF","ACEPEN04_HF",20,12,2,27,14,13
"ACEPEN04_HF_02","ACEPEN","HF","ACEPEN04_HF",15,12,0,48,20,28
"ACEPEN04_HF_03","ACEPEN","HF","ACEPEN04_HF",20,8,0,68,18,50
"ACEPEN04_HF_05","ACEPEN","HF","ACEPEN04_HF",15,12,1,37,3,34
"ACEPEN04_HF_08","ACEPEN","HF","ACEPEN04_HF",15,8,1,44,9,35
"ACEPEN04_HF_09","ACEPEN","HF","ACEPEN04_HF",20,8,2,31,13,18
"ACEPEN04_HF_10","ACEPEN","HF","ACEPEN04_HF",20,12,1,31,8,23
"ACEPEN04_HF_11","ACEPEN","HF","ACEPEN04_HF",20,12,0,29,13,16
"ACEPEN04_SH_02","ACEPEN","SH","ACEPEN04_SH",20,12,0,42,13,29
"ACEPEN04_SH_03","ACEPEN","SH","ACEPEN04_SH",15,12,2,43,13,30
"ACEPEN04_SH_05","ACEPEN","SH","ACEPEN04_SH",20,8,0,40,18,22
"ACEPEN04_SH_06","ACEPEN","SH","ACEPEN04_SH",15,12,1,37,13,24
"ACEPEN04_SH_08","ACEPEN","SH","ACEPEN04_SH",20,12,1,31,13,18
"ACEPEN04_SH_09","ACEPEN","SH","ACEPEN04_SH",20,8,2,50,24,26
"ACEPEN04_SH_11","ACEPEN","SH","ACEPEN04_SH",15,8,0,68,21,47
"ACEPEN04_SH_12","ACEPEN","SH","ACEPEN04_SH",15,12,0,54,32,22
"ACEPEN06_SH_01","ACEPEN","SH","ACEPEN06_SH",20,12,0,33,18,15
"ACEPEN06_SH_02","ACEPEN","SH","ACEPEN06_SH",20,12,2,27,20,7
"ACEPEN06_SH_03","ACEPEN","SH","ACEPEN06_SH",20,8,0,40,18,22
"ACEPEN06_SH_04","ACEPEN","SH","ACEPEN06_SH",15,8,0,82,21,61
"ACEPEN06_SH_05","ACEPEN","SH","ACEPEN06_SH",15,8,2,44,13,31
"ACEPEN06_SH_06","ACEPEN","SH","ACEPEN06_SH",15,12,1,51,8,43
"ACEPEN06_SH_07","ACEPEN","SH","ACEPEN06_SH",15,8,1,44,9,35
"ACEPEN06_SH_09","ACEPEN","SH","ACEPEN06_SH",15,12,2,30,13,17
"ACEPEN06_SH_10","ACEPEN","SH","ACEPEN06_SH",15,12,0,48,20,28
"ACEPEN07_SH_02","ACEPEN","SH","ACEPEN07_SH",20,8,2,41,24,17
"ACEPEN07_SH_05","ACEPEN","SH","ACEPEN07_SH",15,8,0,82,39,43
"ACEPEN07_SH_07","ACEPEN","SH","ACEPEN07_SH",15,12,0,61,32,29
"ACEPEN07_SH_09","ACEPEN","SH","ACEPEN07_SH",20,8,0,40,27,13
"ACEPEN07_SH_12","ACEPEN","SH","ACEPEN07_SH",20,12,0,42,26,16
"ACEPEN08_SH_01","ACEPEN","SH","ACEPEN08_SH",20,8,0,56,27,29
"ACEPEN08_SH_02","ACEPEN","SH","ACEPEN08_SH",15,12,1,57,13,44
"ACEPEN08_SH_03","ACEPEN","SH","ACEPEN08_SH",15,12,0,82,32,50
"ACEPEN08_SH_05","ACEPEN","SH","ACEPEN08_SH",15,8,1,52,15,37
"ACEPEN08_SH_06","ACEPEN","SH","ACEPEN08_SH",15,8,0,82,39,43
"ACEPEN08_SH_07","ACEPEN","SH","ACEPEN08_SH",15,12,2,50,13,37
"ACEPEN08_SH_09","ACEPEN","SH","ACEPEN08_SH",20,12,1,31,13,18
"ACEPEN08_SH_10","ACEPEN","SH","ACEPEN08_SH",20,12,2,27,14,13
"ACEPEN08_SH_11","ACEPEN","SH","ACEPEN08_SH",20,8,2,41,24,17
"ACEPEN08_SH_12","ACEPEN","SH","ACEPEN08_SH",20,12,0,39,18,21
"ACEPEN09_SH_01","ACEPEN","SH","ACEPEN09_SH",15,8,1,44,9,35
"ACEPEN09_SH_02","ACEPEN","SH","ACEPEN09_SH",15,8,2,52,13,39
"ACEPEN09_SH_04","ACEPEN","SH","ACEPEN09_SH",20,8,0,40,18,22
"ACEPEN09_SH_05","ACEPEN","SH","ACEPEN09_SH",15,12,0,48,20,28
"ACEPEN09_SH_07","ACEPEN","SH","ACEPEN09_SH",15,8,0,68,33,35
"ACEPEN09_SH_08","ACEPEN","SH","ACEPEN09_SH",20,8,2,41,13,28
"ACEPEN09_SH_10","ACEPEN","SH","ACEPEN09_SH",15,12,1,30,8,22
"ACEPEN09_SH_11","ACEPEN","SH","ACEPEN09_SH",15,12,2,37,13,24
"ACEPEN09_SH_12","ACEPEN","SH","ACEPEN09_SH",20,12,1,38,13,25
"ACEPEN11_HF_01","ACEPEN","HF","ACEPEN11_HF",20,8,2,41,24,17
"ACEPEN11_HF_02","ACEPEN","HF","ACEPEN11_HF",15,12,2,37,13,24
"ACEPEN11_HF_03","ACEPEN","HF","ACEPEN11_HF",20,12,1,31,13,18
"ACEPEN11_HF_04","ACEPEN","HF","ACEPEN11_HF",15,8,0,68,33,35
"ACEPEN11_HF_05","ACEPEN","HF","ACEPEN11_HF",20,12,2,36,14,22
"ACEPEN11_HF_06","ACEPEN","HF","ACEPEN11_HF",20,12,0,39,6,33
"ACEPEN11_HF_08","ACEPEN","HF","ACEPEN11_HF",15,8,2,44,17,27
"ACEPEN11_HF_09","ACEPEN","HF","ACEPEN11_HF",15,12,1,30,13,17
"ACEPEN11_HF_12","ACEPEN","HF","ACEPEN11_HF",15,12,0,48,32,16
"ACEPEN11_SH_01","ACEPEN","SH","ACEPEN11_SH",20,8,2,41,24,17
"ACEPEN11_SH_03","ACEPEN","SH","ACEPEN11_SH",20,12,1,31,8,23
"ACEPEN11_SH_04","ACEPEN","SH","ACEPEN11_SH",15,12,2,50,13,37
"ACEPEN11_SH_05","ACEPEN","SH","ACEPEN11_SH",15,12,0,48,20,28
"ACEPEN11_SH_08","ACEPEN","SH","ACEPEN11_SH",15,8,2,52,13,39
"ACEPEN11_SH_11","ACEPEN","SH","ACEPEN11_SH",15,8,0,68,33,35
"ACEPEN11_SH_12","ACEPEN","SH","ACEPEN11_SH",20,8,0,43,26,17
"ACEPEN12_HF_01","ACEPEN","HF","ACEPEN12_HF",20,12,0,33,26,7
"ACEPEN12_HF_02","ACEPEN","HF","ACEPEN12_HF",15,12,0,48,20,28
"ACEPEN12_HF_03","ACEPEN","HF","ACEPEN12_HF",15,12,1,43,8,35
"ACEPEN12_HF_04","ACEPEN","HF","ACEPEN12_HF",15,8,0,68,33,35
"ACEPEN12_HF_06","ACEPEN","HF","ACEPEN12_HF",20,8,0,40,18,22
"ACEPEN12_HF_08","ACEPEN","HF","ACEPEN12_HF",20,8,2,50,24,26
"ACEPEN12_HF_10","ACEPEN","HF","ACEPEN12_HF",15,8,1,52,9,43
"ACEPEN12_HF_11","ACEPEN","HF","ACEPEN12_HF",20,12,1,31,8,23
"ACERUB05_SH_01","ACERUB","SH","ACERUB05_SH",15,8,1,52,44,8
"ACERUB05_SH_02","ACERUB","SH","ACERUB05_SH",15,12,2,43,30,13
"ACERUB05_SH_03","ACERUB","SH","ACERUB05_SH",20,8,2,56,31,25
"ACERUB05_SH_04","ACERUB","SH","ACERUB05_SH",20,8,0,68,56,12
"ACERUB05_SH_05","ACERUB","SH","ACERUB05_SH",15,8,2,44,30,14
"ACERUB05_SH_07","ACERUB","SH","ACERUB05_SH",15,12,0,68,54,14
"ACERUB05_SH_08","ACERUB","SH","ACERUB05_SH",15,8,0,82,68,14
"ACERUB05_SH_11","ACERUB","SH","ACERUB05_SH",15,12,1,37,22,15
"ACERUB06_SH_02","ACERUB","SH","ACERUB06_SH",20,12,1,31,17,14
"ACERUB06_SH_03","ACERUB","SH","ACERUB06_SH",20,8,0,34,27,7
"ACERUB06_SH_07","ACERUB","SH","ACERUB06_SH",15,12,2,50,13,37
"ACERUB06_SH_11","ACERUB","SH","ACERUB06_SH",20,8,2,56,24,32
"ACERUB07_SH_01","ACERUB","SH","ACERUB07_SH",15,12,1,30,13,17
"ACERUB07_SH_02","ACERUB","SH","ACERUB07_SH",20,12,0,33,18,15
"ACERUB07_SH_03","ACERUB","SH","ACERUB07_SH",15,8,2,44,13,31
"ACERUB07_SH_04","ACERUB","SH","ACERUB07_SH",15,12,0,48,32,16
"ACERUB07_SH_06","ACERUB","SH","ACERUB07_SH",15,12,2,37,16,21
"ACERUB07_SH_07","ACERUB","SH","ACERUB07_SH",20,8,2,31,13,18
"ACERUB07_SH_08","ACERUB","SH","ACERUB07_SH",20,12,2,36,14,22
"ACERUB07_SH_09","ACERUB","SH","ACERUB07_SH",20,12,1,24,13,11
"ACERUB07_SH_10","ACERUB","SH","ACERUB07_SH",15,8,0,68,33,35
"ACERUB07_SH_12","ACERUB","SH","ACERUB07_SH",15,8,1,44,15,29
"ACERUB08_SH_02","ACERUB","SH","ACERUB08_SH",20,8,0,43,29,14
"ACERUB08_SH_03","ACERUB","SH","ACERUB08_SH",20,12,0,47,33,14
"ACERUB08_SH_04","ACERUB","SH","ACERUB08_SH",20,12,2,36,14,22
"ACERUB08_SH_05","ACERUB","SH","ACERUB08_SH",20,8,2,31,24,7
"ACERUB08_SH_06","ACERUB","SH","ACERUB08_SH",15,12,2,30,16,14
"ACERUB08_SH_07","ACERUB","SH","ACERUB08_SH",15,12,1,30,13,17
"ACERUB08_SH_09","ACERUB","SH","ACERUB08_SH",15,8,2,44,23,21
"ACERUB08_SH_11","ACERUB","SH","ACERUB08_SH",15,12,0,61,34,27
"ACERUB08_SH_12","ACERUB","SH","ACERUB08_SH",15,8,0,75,33,42
"ACERUB09_SH_02","ACERUB","SH","ACERUB09_SH",15,8,0,75,53,22
"ACERUB09_SH_05","ACERUB","SH","ACERUB09_SH",20,12,2,36,20,16
"ACERUB09_SH_06","ACERUB","SH","ACERUB09_SH",20,12,1,31,13,18
"ACERUB09_SH_07","ACERUB","SH","ACERUB09_SH",15,12,1,43,17,26
"ACERUB09_SH_08","ACERUB","SH","ACERUB09_SH",15,8,2,44,13,31
"ACERUB09_SH_09","ACERUB","SH","ACERUB09_SH",20,12,0,42,33,9
"ACERUB10_HF_01","ACERUB","HF","ACERUB10_HF",15,12,0,48,12,36
"ACERUB10_HF_02","ACERUB","HF","ACERUB10_HF",15,12,2,30,16,14
"ACERUB10_HF_04","ACERUB","HF","ACERUB10_HF",15,8,0,68,39,29
"ACERUB10_HF_05","ACERUB","HF","ACERUB10_HF",15,12,1,30,13,17
"ACERUB10_HF_06","ACERUB","HF","ACERUB10_HF",15,8,2,44,17,27
"ACERUB10_HF_07","ACERUB","HF","ACERUB10_HF",20,12,1,24,8,16
"ACERUB10_HF_08","ACERUB","HF","ACERUB10_HF",20,8,0,40,34,6
"ACERUB10_HF_09","ACERUB","HF","ACERUB10_HF",20,8,2,31,13,18
"ACERUB10_HF_10","ACERUB","HF","ACERUB10_HF",15,8,1,44,23,21
"ACERUB10_HF_11","ACERUB","HF","ACERUB10_HF",20,12,2,27,14,13
"ACERUB10_HF_12","ACERUB","HF","ACERUB10_HF",20,12,0,42,26,16
"ACERUB10_SH_02","ACERUB","SH","ACERUB10_SH",15,12,2,37,16,21
"ACERUB10_SH_03","ACERUB","SH","ACERUB10_SH",15,8,2,44,13,31
"ACERUB10_SH_04","ACERUB","SH","ACERUB10_SH",15,12,1,37,17,20
"ACERUB10_SH_06","ACERUB","SH","ACERUB10_SH",20,8,0,56,34,22
"ACERUB10_SH_07","ACERUB","SH","ACERUB10_SH",15,8,0,68,39,29
"ACERUB10_SH_08","ACERUB","SH","ACERUB10_SH",20,12,0,39,26,13
"ACERUB10_SH_09","ACERUB","SH","ACERUB10_SH",15,12,0,54,12,42
"ACERUB10_SH_10","ACERUB","SH","ACERUB10_SH",20,8,2,41,24,17
"ACERUB10_SH_11","ACERUB","SH","ACERUB10_SH",20,12,1,24,13,11
"ACERUB11_HF_02","ACERUB","HF","ACERUB11_HF",15,8,1,44,9,35
"ACERUB11_HF_04","ACERUB","HF","ACERUB11_HF",15,12,2,30,16,14
"ACERUB11_HF_05","ACERUB","HF","ACERUB11_HF",20,12,1,17,8,9
"ACERUB11_HF_06","ACERUB","HF","ACERUB11_HF",15,12,1,30,17,13
"ACERUB11_HF_08","ACERUB","HF","ACERUB11_HF",15,8,0,53,33,20
"ACERUB11_HF_09","ACERUB","HF","ACERUB11_HF",20,12,0,33,26,7
"ACERUB11_HF_11","ACERUB","HF","ACERUB11_HF",15,12,0,43,32,11
"ACERUB11_HF_12","ACERUB","HF","ACERUB11_HF",20,8,0,29,27,2
"ACERUB13_HF_01","ACERUB","HF","ACERUB13_HF",20,12,0,39,33,6
"ACERUB13_HF_02","ACERUB","HF","ACERUB13_HF",20,12,1,31,13,18
"ACERUB13_HF_03","ACERUB","HF","ACERUB13_HF",15,8,0,68,33,35
"ACERUB13_HF_06","ACERUB","HF","ACERUB13_HF",15,12,1,37,13,24
"ACERUB13_HF_07","ACERUB","HF","ACERUB13_HF",20,8,0,56,34,22
"ACERUB13_HF_08","ACERUB","HF","ACERUB13_HF",15,12,0,48,32,16
"ACERUB13_HF_10","ACERUB","HF","ACERUB13_HF",15,8,1,44,23,21
"ACERUB13_HF_11","ACERUB","HF","ACERUB13_HF",15,12,2,37,16,21
"ACERUB14_HF_01","ACERUB","HF","ACERUB14_HF",15,8,1,30,15,15
"ACERUB14_HF_03","ACERUB","HF","ACERUB14_HF",15,8,0,68,33,35
"ACERUB14_HF_04","ACERUB","HF","ACERUB14_HF",20,12,2,36,14,22
"ACERUB14_HF_05","ACERUB","HF","ACERUB14_HF",20,12,0,39,18,21
"ACERUB14_HF_06","ACERUB","HF","ACERUB14_HF",15,12,0,40,20,20
"ACERUB14_HF_07","ACERUB","HF","ACERUB14_HF",15,12,1,57,17,40
"ACERUB14_HF_08","ACERUB","HF","ACERUB14_HF",20,8,0,40,27,13
"ACERUB14_HF_09","ACERUB","HF","ACERUB14_HF",15,8,2,44,17,27
"ACERUB14_HF_10","ACERUB","HF","ACERUB14_HF",20,12,1,24,8,16
"ACERUB14_HF_11","ACERUB","HF","ACERUB14_HF",20,8,2,41,24,17
"ACERUB14_HF_12","ACERUB","HF","ACERUB14_HF",15,12,2,37,16,21
"ACERUB99_HF_01","ACERUB","HF","ACERUB99_HF",15,12,1,37,13,24
"ACERUB99_HF_04","ACERUB","HF","ACERUB99_HF",15,12,2,37,23,14
"ACERUB99_HF_05","ACERUB","HF","ACERUB99_HF",20,8,2,41,24,17
"ACERUB99_HF_06","ACERUB","HF","ACERUB99_HF",20,12,2,27,20,7
"ACERUB99_HF_08","ACERUB","HF","ACERUB99_HF",15,8,0,75,47,28
"ACERUB99_HF_09","ACERUB","HF","ACERUB99_HF",20,12,1,31,17,14
"ACERUB99_HF_10","ACERUB","HF","ACERUB99_HF",15,12,0,54,34,20
"ACERUB99_HF_12","ACERUB","HF","ACERUB99_HF",20,12,0,39,29,10
"ACESAC02_HF_03","ACESAC","HF","ACESAC02_HF",15,12,0,82,61,21
"ACESAC02_HF_07","ACESAC","HF","ACESAC02_HF",20,8,0,68,56,12
"ACESAC02_HF_11","ACESAC","HF","ACESAC02_HF",15,12,2,43,37,6
"ACESAC02_HF_12","ACESAC","HF","ACESAC02_HF",15,8,0,82,68,14
"ACESAC02_SH_08","ACESAC","SH","ACESAC02_SH",20,12,0,53,42,11
"ACESAC02_SH_11","ACESAC","SH","ACESAC02_SH",20,8,2,50,41,9
"ACESAC03_SH_01","ACESAC","SH","ACESAC03_SH",15,8,0,82,39,43
"ACESAC03_SH_08","ACESAC","SH","ACESAC03_SH",20,12,2,36,14,22
"ACESAC03_SH_09","ACESAC","SH","ACESAC03_SH",15,12,2,37,23,14
"ACESAC03_SH_12","ACESAC","SH","ACESAC03_SH",15,8,1,44,23,21
"ACESAC05_HF_04","ACESAC","HF","ACESAC05_HF",15,12,0,61,54,7
"ACESAC05_HF_07","ACESAC","HF","ACESAC05_HF",20,8,0,68,56,12
"ACESAC05_HF_11","ACESAC","HF","ACESAC05_HF",20,12,1,45,38,7
"ACESAC05_HF_12","ACESAC","HF","ACESAC05_HF",15,8,0,82,75,7
"ACESAC06_HF_03","ACESAC","HF","ACESAC06_HF",20,8,0,56,12,44
"ACESAC06_HF_08","ACESAC","HF","ACESAC06_HF",15,8,0,82,68,14
"ACESAC07_HF_02","ACESAC","HF","ACESAC07_HF",15,12,0,61,54,7
"ACESAC07_HF_11","ACESAC","HF","ACESAC07_HF",20,12,0,53,47,6
"ACESAC07_SH_01","ACESAC","SH","ACESAC07_SH",20,8,0,56,29,27
"ACESAC07_SH_03","ACESAC","SH","ACESAC07_SH",15,12,1,51,37,14
"ACESAC07_SH_07","ACESAC","SH","ACESAC07_SH",20,8,2,50,41,9
"ACESAC07_SH_08","ACESAC","SH","ACESAC07_SH",20,12,0,47,39,8
"ACESAC07_SH_10","ACESAC","SH","ACESAC07_SH",15,12,0,54,48,6
"ACESAC09_SH_01","ACESAC","SH","ACESAC09_SH",20,12,1,31,24,7
"ACESAC09_SH_02","ACESAC","SH","ACESAC09_SH",15,12,0,61,48,13
"ACESAC09_SH_03","ACESAC","SH","ACESAC09_SH",15,8,0,82,68,14
"ACESAC09_SH_04","ACESAC","SH","ACESAC09_SH",15,8,1,52,44,8
"ACESAC09_SH_05","ACESAC","SH","ACESAC09_SH",20,8,2,41,31,10
"ACESAC09_SH_06","ACESAC","SH","ACESAC09_SH",15,12,2,43,37,6
"ACESAC09_SH_07","ACESAC","SH","ACESAC09_SH",15,12,1,37,22,15
"ACESAC09_SH_09","ACESAC","SH","ACESAC09_SH",20,12,2,27,14,13
"ACESAC09_SH_12","ACESAC","SH","ACESAC09_SH",20,8,0,56,34,22
"ACESAC10_HF_02","ACESAC","HF","ACESAC10_HF",15,12,0,68,61,7
"ACESAC10_HF_03","ACESAC","HF","ACESAC10_HF",15,12,2,50,23,27
"ACESAC10_HF_05","ACESAC","HF","ACESAC10_HF",20,12,0,42,39,3
"ACESAC10_SH_01","ACESAC","SH","ACESAC10_SH",20,12,1,31,24,7
"ACESAC10_SH_05","ACESAC","SH","ACESAC10_SH",15,8,0,75,68,7
"ACESAC10_SH_08","ACESAC","SH","ACESAC10_SH",15,12,0,61,54,7
"ACESAC10_SH_09","ACESAC","SH","ACESAC10_SH",20,8,2,41,31,10
"ACESAC99_HF_04","ACESAC","HF","ACESAC99_HF",20,12,1,38,31,7
"ACESAC99_HF_05","ACESAC","HF","ACESAC99_HF",15,12,2,50,37,13
"ACESAC99_HF_06","ACESAC","HF","ACESAC99_HF",15,8,0,82,68,14
"ACESAC99_HF_09","ACESAC","HF","ACESAC99_HF",15,12,0,61,54,7
"ACESAC99_HF_10","ACESAC","HF","ACESAC99_HF",15,12,1,43,37,6
"ACESAC99_HF_12","ACESAC","HF","ACESAC99_HF",20,12,0,47,39,8
"ACESAC99_SH_01","ACESAC","SH","ACESAC99_SH",20,12,0,53,39,14
"ACESAC99_SH_03","ACESAC","SH","ACESAC99_SH",20,12,1,38,31,7
"ACESAC99_SH_05","ACESAC","SH","ACESAC99_SH",15,12,2,50,37,13
"ACESAC99_SH_06","ACESAC","SH","ACESAC99_SH",15,12,1,51,37,14
"ACESAC99_SH_08","ACESAC","SH","ACESAC99_SH",20,8,2,50,41,9
"ACESAC99_SH_09","ACESAC","SH","ACESAC99_SH",20,8,0,68,56,12
"ACESAC99_SH_10","ACESAC","SH","ACESAC99_SH",15,8,1,52,44,8
"ALNINC01_HF_01","ALNINC","HF","ALNINC01_HF",20,8,0,34,27,7
"ALNINC01_HF_02","ALNINC","HF","ALNINC01_HF",20,12,0,39,33,6
"ALNINC01_HF_03","ALNINC","HF","ALNINC01_HF",15,12,0,54,40,14
"ALNINC01_SH_02","ALNINC","SH","ALNINC01_SH",15,12,0,34,20,14
"ALNINC01_SH_03","ALNINC","SH","ALNINC01_SH",15,8,0,47,33,14
"ALNINC01_SH_04","ALNINC","SH","ALNINC01_SH",20,8,0,34,26,8
"ALNINC02_HF_01","ALNINC","HF","ALNINC02_HF",20,8,0,43,34,9
"ALNINC02_HF_02","ALNINC","HF","ALNINC02_HF",15,12,0,61,48,13
"ALNINC02_HF_03","ALNINC","HF","ALNINC02_HF",20,12,0,39,33,6
"ALNINC02_SH_01","ALNINC","SH","ALNINC02_SH",15,8,0,68,33,35
"ALNINC02_SH_02","ALNINC","SH","ALNINC02_SH",20,8,0,34,18,16
"ALNINC02_SH_04","ALNINC","SH","ALNINC02_SH",20,12,0,39,13,26
"ALNINC04_HF_03","ALNINC","HF","ALNINC04_HF",15,8,0,39,33,6
"ALNINC04_HF_04","ALNINC","HF","ALNINC04_HF",15,12,0,34,29,5
"ALNINC04_SH_01","ALNINC","SH","ALNINC04_SH",15,12,0,61,40,21
"ALNINC04_SH_02","ALNINC","SH","ALNINC04_SH",20,12,0,33,29,4
"ALNINC04_SH_03","ALNINC","SH","ALNINC04_SH",15,8,0,68,39,29
"ALNINC05_HF_01","ALNINC","HF","ALNINC05_HF",15,12,0,54,34,20
