"id","sp","site","ind","warm","photo","chill","lday","bday","risk"
"QUERUB10_SH_03","QUERUB","SH","QUERUB10_SH",15,8,1,44,30,14
"QUERUB10_SH_04","QUERUB","SH","QUERUB10_SH",20,8,0,56,13,43
"QUERUB10_SH_06","QUERUB","SH","QUERUB10_SH",20,12,0,47,42,5
"QUERUB10_SH_07","QUERUB","SH","QUERUB10_SH",15,8,2,44,30,14
"QUERUB10_SH_12","QUERUB","SH","QUERUB10_SH",15,12,2,30,23,7
"QUERUB15_HF_01","QUERUB","HF","QUERUB15_HF",15,12,0,61,48,13
"QUERUB15_HF_02","QUERUB","HF","QUERUB15_HF",15,8,1,44,30,14
"QUERUB15_HF_04","QUERUB","HF","QUERUB15_HF",20,8,2,41,31,10
"QUERUB15_HF_05","QUERUB","HF","QUERUB15_HF",15,12,2,37,23,14
"QUERUB15_HF_09","QUERUB","HF","QUERUB15_HF",15,12,1,37,22,15
"QUERUB15_HF_10","QUERUB","HF","QUERUB15_HF",20,12,0,39,33,6
"QUERUB15_HF_11","QUERUB","HF","QUERUB15_HF",20,8,0,56,40,16
"QUERUB16_HF_03","QUERUB","HF","QUERUB16_HF",15,8,1,44,23,21
"QUERUB16_HF_04","QUERUB","HF","QUERUB16_HF",20,8,2,50,31,19
"QUERUB16_HF_05","QUERUB","HF","QUERUB16_HF",20,12,0,39,33,6
"QUERUB16_HF_06","QUERUB","HF","QUERUB16_HF",15,12,2,37,23,14
"QUERUB16_HF_07","QUERUB","HF","QUERUB16_HF",15,12,1,30,22,8
"QUERUB16_HF_08","QUERUB","HF","QUERUB16_HF",15,8,0,75,68,7
"QUERUB16_HF_09","QUERUB","HF","QUERUB16_HF",15,8,2,52,30,22
"QUERUB16_HF_10","QUERUB","HF","QUERUB16_HF",15,12,0,54,40,14
"QUERUB16_HF_11","QUERUB","HF","QUERUB16_HF",20,12,2,36,27,9
"QUERUB16_HF_12","QUERUB","HF","QUERUB16_HF",20,8,0,56,40,16
"QUERUB17_HF_02","QUERUB","HF","QUERUB17_HF",15,8,0,75,68,7
"QUERUB17_HF_04","QUERUB","HF","QUERUB17_HF",15,8,2,44,30,14
"QUERUB17_HF_05","QUERUB","HF","QUERUB17_HF",20,12,2,36,27,9
"QUERUB17_HF_07","QUERUB","HF","QUERUB17_HF",15,12,0,61,48,13
"QUERUB17_HF_08","QUERUB","HF","QUERUB17_HF",20,8,0,43,40,3
"QUERUB17_HF_09","QUERUB","HF","QUERUB17_HF",15,12,2,37,23,14
"QUERUB17_HF_10","QUERUB","HF","QUERUB17_HF",20,8,2,41,31,10
"QUERUB17_HF_11","QUERUB","HF","QUERUB17_HF",15,8,1,44,30,14
"QUERUB17_HF_12","QUERUB","HF","QUERUB17_HF",15,12,1,37,22,15
"QUERUB20_HF_01","QUERUB","HF","QUERUB20_HF",20,8,2,41,31,10
"QUERUB20_HF_02","QUERUB","HF","QUERUB20_HF",20,12,1,31,24,7
"QUERUB20_HF_03","QUERUB","HF","QUERUB20_HF",20,12,2,36,27,9
"QUERUB20_HF_05","QUERUB","HF","QUERUB20_HF",15,12,2,43,37,6
"QUERUB20_HF_07","QUERUB","HF","QUERUB20_HF",15,8,0,82,68,14
"QUERUB20_HF_10","QUERUB","HF","QUERUB20_HF",20,8,0,68,56,12
"QUERUB20_HF_11","QUERUB","HF","QUERUB20_HF",15,12,0,54,48,6
"QUERUB21_HF_02","QUERUB","HF","QUERUB21_HF",15,12,2,50,37,13
"QUERUB21_HF_03","QUERUB","HF","QUERUB21_HF",15,8,0,75,53,22
"QUERUB21_HF_05","QUERUB","HF","QUERUB21_HF",20,8,0,56,43,13
"QUERUB21_HF_06","QUERUB","HF","QUERUB21_HF",20,12,1,31,24,7
"QUERUB21_HF_07","QUERUB","HF","QUERUB21_HF",20,12,0,39,33,6
"QUERUB21_HF_09","QUERUB","HF","QUERUB21_HF",15,8,2,52,44,8
"QUERUB21_HF_10","QUERUB","HF","QUERUB21_HF",15,8,1,52,44,8
"QUERUB21_HF_11","QUERUB","HF","QUERUB21_HF",20,12,2,36,27,9
"QUERUB21_HF_12","QUERUB","HF","QUERUB21_HF",15,12,1,43,30,13
"QUERUB23_HF_01","QUERUB","HF","QUERUB23_HF",20,12,2,36,27,9
"QUERUB23_HF_05","QUERUB","HF","QUERUB23_HF",15,12,0,61,54,7
"QUERUB23_HF_07","QUERUB","HF","QUERUB23_HF",20,12,0,39,33,6
"QUERUB23_HF_08","QUERUB","HF","QUERUB23_HF",15,8,0,82,68,14
"QUERUB23_HF_09","QUERUB","HF","QUERUB23_HF",15,12,1,43,30,13
"QUERUB23_HF_10","QUERUB","HF","QUERUB23_HF",15,12,2,50,37,13
"QUERUB23_HF_12","QUERUB","HF","QUERUB23_HF",15,8,1,52,44,8
"QUEVEL01_HF_01","QUEVEL","HF","QUEVEL01_HF",20,8,0,56,43,13
"QUEVEL01_HF_02","QUEVEL","HF","QUEVEL01_HF",20,12,0,47,39,8
"QUEVEL01_HF_04","QUEVEL","HF","QUEVEL01_HF",15,8,0,82,68,14
"QUEVEL02_HF_01","QUEVEL","HF","QUEVEL02_HF",20,12,0,53,42,11
"QUEVEL02_HF_02","QUEVEL","HF","QUEVEL02_HF",15,8,0,75,68,7
"QUEVEL02_HF_03","QUEVEL","HF","QUEVEL02_HF",20,8,0,56,43,13
"QUEVEL02_HF_04","QUEVEL","HF","QUEVEL02_HF",15,12,0,61,43,18
"QUEVEL03_HF_01","QUEVEL","HF","QUEVEL03_HF",20,12,0,47,39,8
"QUEVEL03_HF_02","QUEVEL","HF","QUEVEL03_HF",15,8,0,82,75,7
"QUEVEL05_HF_02","QUEVEL","HF","QUEVEL05_HF",15,8,0,82,68,14
"QUEVEL06_HF_01","QUEVEL","HF","QUEVEL06_HF",20,8,0,43,40,3
"QUEVEL06_HF_02","QUEVEL","HF","QUEVEL06_HF",20,12,0,42,33,9
"QUEVEL06_HF_04","QUEVEL","HF","QUEVEL06_HF",15,12,0,61,48,13
"QUEVEL09_HF_03","QUEVEL","HF","QUEVEL09_HF",20,8,0,68,56,12
"RHAFRA01_HF_01","RHAFRA","HF","RHAFRA01_HF",15,12,0,40,34,6
"RHAFRA01_HF_03","RHAFRA","HF","RHAFRA01_HF",15,8,0,75,39,36
"RHAFRA02_HF_01","RHAFRA","HF","RHAFRA02_HF",15,8,0,68,39,29
"RHAFRA02_HF_02","RHAFRA","HF","RHAFRA02_HF",20,12,0,26,18,8
"RHAFRA02_HF_03","RHAFRA","HF","RHAFRA02_HF",20,8,0,34,27,7
"RHAFRA02_HF_04","RHAFRA","HF","RHAFRA02_HF",15,12,0,48,40,8
"RHAFRA12_HF_01","RHAFRA","HF","RHAFRA12_HF",15,12,0,34,32,2
"RHAFRA12_HF_02","RHAFRA","HF","RHAFRA12_HF",20,12,0,26,18,8
"RHAFRA16_HF_01","RHAFRA","HF","RHAFRA16_HF",20,12,0,29,26,3
"RHAFRA16_HF_02","RHAFRA","HF","RHAFRA16_HF",15,12,0,54,43,11
"RHAFRA17_HF_04","RHAFRA","HF","RHAFRA17_HF",20,8,0,29,27,2
"RHAFRA18_HF_01","RHAFRA","HF","RHAFRA18_HF",15,8,0,47,33,14
"RHAFRA18_HF_02","RHAFRA","HF","RHAFRA18_HF",20,12,0,26,18,8
"RHAFRA18_HF_03","RHAFRA","HF","RHAFRA18_HF",15,12,0,43,34,9
"RHAFRA18_HF_04","RHAFRA","HF","RHAFRA18_HF",20,8,0,29,18,11
"RHOPRI03_HF_01","RHOPRI","HF","RHOPRI03_HF",15,12,0,68,32,36
"RHOPRI03_HF_02","RHOPRI","HF","RHOPRI03_HF",20,8,0,56,27,29
"RHOPRI03_HF_03","RHOPRI","HF","RHOPRI03_HF",15,8,0,68,13,55
"RHOPRI03_HF_04","RHOPRI","HF","RHOPRI03_HF",20,12,0,47,13,34
"RHOPRI04_HF_01","RHOPRI","HF","RHOPRI04_HF",20,12,0,39,18,21
"RHOPRI04_HF_02","RHOPRI","HF","RHOPRI04_HF",15,8,0,68,33,35
"RHOPRI04_HF_03","RHOPRI","HF","RHOPRI04_HF",15,12,0,61,29,32
"RHOPRI04_HF_04","RHOPRI","HF","RHOPRI04_HF",20,8,0,68,27,41
"RHOPRI05_HF_01","RHOPRI","HF","RHOPRI05_HF",20,8,0,56,34,22
"RHOPRI05_HF_03","RHOPRI","HF","RHOPRI05_HF",15,12,0,61,32,29
"RHOPRI05_HF_04","RHOPRI","HF","RHOPRI05_HF",20,12,0,42,29,13
"RHOPRI06_HF_01","RHOPRI","HF","RHOPRI06_HF",20,8,0,29,26,3
"RHOPRI06_HF_02","RHOPRI","HF","RHOPRI06_HF",15,8,0,68,33,35
"RHOPRI06_HF_04","RHOPRI","HF","RHOPRI06_HF",15,12,0,40,34,6
"RHOPRI07_HF_01","RHOPRI","HF","RHOPRI07_HF",15,8,0,68,33,35
"RHOPRI07_HF_02","RHOPRI","HF","RHOPRI07_HF",20,8,0,29,27,2
"RHOPRI07_HF_03","RHOPRI","HF","RHOPRI07_HF",15,12,0,43,29,14
"RHOPRI07_HF_04","RHOPRI","HF","RHOPRI07_HF",20,12,0,33,26,7
"RHOPRI08_HF_01","RHOPRI","HF","RHOPRI08_HF",15,8,0,68,33,35
"RHOPRI08_HF_03","RHOPRI","HF","RHOPRI08_HF",20,8,0,34,12,22
"RHOPRI08_HF_04","RHOPRI","HF","RHOPRI08_HF",20,12,0,33,26,7
"SPIALB01_HF_01","SPIALB","HF","SPIALB01_HF",15,12,0,20,12,8
"SPIALB01_HF_03","SPIALB","HF","SPIALB01_HF",15,8,0,33,21,12
"SPIALB01_HF_04","SPIALB","HF","SPIALB01_HF",20,12,0,26,18,8
"SPIALB03_HF_02","SPIALB","HF","SPIALB03_HF",15,12,0,32,20,12
"SPIALB03_HF_03","SPIALB","HF","SPIALB03_HF",20,8,0,18,12,6
"SPIALB03_HF_04","SPIALB","HF","SPIALB03_HF",20,12,0,18,13,5
"SPIALB03_SH_01","SPIALB","SH","SPIALB03_SH",20,12,0,18,13,5
"SPIALB03_SH_04","SPIALB","SH","SPIALB03_SH",15,12,0,32,20,12
"SPIALB04_HF_01","SPIALB","HF","SPIALB04_HF",20,8,0,27,12,15
"SPIALB04_HF_02","SPIALB","HF","SPIALB04_HF",20,12,0,26,13,13
"SPIALB04_HF_03","SPIALB","HF","SPIALB04_HF",15,12,0,29,20,9
"SPIALB04_HF_04","SPIALB","HF","SPIALB04_HF",15,8,0,33,13,20
"SPIALB05_HF_01","SPIALB","HF","SPIALB05_HF",15,8,0,33,13,20
"SPIALB06_HF_02","SPIALB","HF","SPIALB06_HF",20,8,0,27,12,15
"SPIALB06_SH_02","SPIALB","SH","SPIALB06_SH",20,8,0,27,12,15
"SPIALB06_SH_04","SPIALB","SH","SPIALB06_SH",15,12,0,43,20,23
"SPIALB07_SH_01","SPIALB","SH","SPIALB07_SH",15,8,0,33,21,12
"SPIALB07_SH_02","SPIALB","SH","SPIALB07_SH",20,12,0,18,13,5
"SPIALB07_SH_03","SPIALB","SH","SPIALB07_SH",15,12,0,29,20,9
"SPIALB07_SH_04","SPIALB","SH","SPIALB07_SH",20,8,0,18,13,5
"SPIALB99_SH_01","SPIALB","SH","SPIALB99_SH",15,8,0,18,13,5
"SPIALB99_SH_02","SPIALB","SH","SPIALB99_SH",15,12,0,18,12,6
"SPIALB99_SH_03","SPIALB","SH","SPIALB99_SH",15,8,0,26,18,8
"VACMYR01_HF_01","VACMYR","HF","VACMYR01_HF",15,12,0,32,12,20
"VACMYR01_HF_02","VACMYR","HF","VACMYR01_HF",15,8,0,33,13,20
"VACMYR01_HF_03","VACMYR","HF","VACMYR01_HF",20,12,0,18,6,12
"VACMYR01_HF_04","VACMYR","HF","VACMYR01_HF",20,8,0,27,12,15
"VACMYR02_SH_01","VACMYR","SH","VACMYR02_SH",15,12,0,29,20,9
"VACMYR02_SH_02","VACMYR","SH","VACMYR02_SH",20,12,0,18,13,5
"VACMYR02_SH_03","VACMYR","SH","VACMYR02_SH",15,8,0,39,13,26
"VACMYR02_SH_04","VACMYR","SH","VACMYR02_SH",20,8,0,18,12,6
"VACMYR03_HF_01","VACMYR","HF","VACMYR03_HF",20,8,0,26,12,14
"VACMYR03_HF_02","VACMYR","HF","VACMYR03_HF",15,12,0,29,12,17
"VACMYR03_HF_03","VACMYR","HF","VACMYR03_HF",20,12,0,26,13,13
"VACMYR03_HF_04","VACMYR","HF","VACMYR03_HF",15,8,0,39,13,26
"VACMYR03_SH_03","VACMYR","SH","VACMYR03_SH",15,8,0,39,21,18
"VACMYR03_SH_04","VACMYR","SH","VACMYR03_SH",20,12,0,26,6,20
"VACMYR04_HF_01","VACMYR","HF","VACMYR04_HF",15,8,0,33,13,20
"VACMYR04_HF_02","VACMYR","HF","VACMYR04_HF",15,12,0,32,12,20
"VACMYR04_HF_03","VACMYR","HF","VACMYR04_HF",20,8,0,18,13,5
"VACMYR04_SH_01","VACMYR","SH","VACMYR04_SH",20,8,0,18,12,6
"VACMYR04_SH_02","VACMYR","SH","VACMYR04_SH",15,12,0,29,20,9
"VACMYR04_SH_03","VACMYR","SH","VACMYR04_SH",15,8,0,39,33,6
"VACMYR04_SH_04","VACMYR","SH","VACMYR04_SH",20,12,0,26,13,13
"VACMYR05_HF_01","VACMYR","HF","VACMYR05_HF",20,8,0,18,13,5
"VACMYR05_HF_02","VACMYR","HF","VACMYR05_HF",20,12,0,18,13,5
"VACMYR05_HF_03","VACMYR","HF","VACMYR05_HF",15,12,0,32,12,20
"VACMYR05_HF_04","VACMYR","HF","VACMYR05_HF",15,8,0,33,13,20
"VACMYR05_SH_01","VACMYR","SH","VACMYR05_SH",15,8,0,42,21,21
"VACMYR05_SH_02","VACMYR","SH","VACMYR05_SH",20,8,0,26,13,13
"VACMYR05_SH_03","VACMYR","SH","VACMYR05_SH",15,12,0,32,20,12
"VACMYR05_SH_04","VACMYR","SH","VACMYR05_SH",20,12,0,26,13,13
"VACMYR07_HF_01","VACMYR","HF","VACMYR07_HF",15,12,0,29,12,17
"VACMYR07_HF_03","VACMYR","HF","VACMYR07_HF",20,12,0,26,13,13
"VACMYR07_HF_04","VACMYR","HF","VACMYR07_HF",20,8,0,18,12,6
"VACMYR07_SH_01","VACMYR","SH","VACMYR07_SH",20,12,0,26,13,13
"VACMYR07_SH_03","VACMYR","SH","VACMYR07_SH",20,8,0,27,12,15
"VACMYR08_SH_01","VACMYR","SH","VACMYR08_SH",15,8,0,39,21,18
"VACMYR08_SH_02","VACMYR","SH","VACMYR08_SH",20,12,0,18,13,5
"VACMYR08_SH_03","VACMYR","SH","VACMYR08_SH",20,8,0,27,12,15
"VACMYR08_SH_04","VACMYR","SH","VACMYR08_SH",15,12,0,34,20,14
"VACMYR10_HF_01","VACMYR","HF","VACMYR10_HF",20,12,0,26,13,13
"VACMYR10_HF_02","VACMYR","HF","VACMYR10_HF",20,8,0,27,12,15
"VACMYR10_HF_03","VACMYR","HF","VACMYR10_HF",15,12,0,29,12,17
"VACMYR10_HF_04","VACMYR","HF","VACMYR10_HF",15,8,0,39,13,26
"VIBCAS01_SH_01","VIBCAS","SH","VIBCAS01_SH",20,8,0,18,12,6
"VIBCAS01_SH_04","VIBCAS","SH","VIBCAS01_SH",15,12,0,32,20,12
"VIBCAS02_HF_01","VIBCAS","HF","VIBCAS02_HF",15,12,0,68,12,56
"VIBCAS03_HF_08","VIBCAS","HF","VIBCAS03_HF",15,12,0,20,12,8
"VIBCAS03_HF_09","VIBCAS","HF","VIBCAS03_HF",15,8,0,39,33,6
"VIBCAS04_HF_05","VIBCAS","HF","VIBCAS04_HF",15,12,0,20,12,8
"VIBLAN03_HF_11","VIBLAN","HF","VIBLAN03_HF",15,8,0,39,33,6
"VIBLAN05_SH_10","VIBLAN","SH","VIBLAN05_SH",20,8,2,31,24,7
"VIBLAN09_SH_09","VIBLAN","SH","VIBLAN09_SH",15,12,2,16,13,3
"VIBLAN10_HF_07","VIBLAN","HF","VIBLAN10_HF",20,8,0,34,12,22
"ACEPEN01_HF_09","ACEPEN","HF","ACEPEN01_HF",20,8,1,31,16,15
"ACEPEN02_HF_08","ACEPEN","HF","ACEPEN02_HF",20,8,1,56,16,40
"ACEPEN03_HF_07","ACEPEN","HF","ACEPEN03_HF",20,8,1,24,8,16
"ACEPEN04_HF_04","ACEPEN","HF","ACEPEN04_HF",20,8,1,31,16,15
"ACEPEN04_SH_10","ACEPEN","SH","ACEPEN04_SH",20,8,1,50,24,26
"ACEPEN06_SH_12","ACEPEN","SH","ACEPEN06_SH",20,8,1,31,16,15
"ACEPEN07_SH_06","ACEPEN","SH","ACEPEN07_SH",20,8,1,38,16,22
"ACEPEN08_SH_08","ACEPEN","SH","ACEPEN08_SH",20,8,1,50,24,26
"ACEPEN09_SH_09","ACEPEN","SH","ACEPEN09_SH",20,8,1,50,16,34
"ACEPEN11_HF_10","ACEPEN","HF","ACEPEN11_HF",20,8,1,38,24,14
"ACEPEN11_SH_06","ACEPEN","SH","ACEPEN11_SH",20,8,1,38,16,22
"ACEPEN12_HF_09","ACEPEN","HF","ACEPEN12_HF",20,8,1,38,24,14
"ACERUB05_SH_12","ACERUB","SH","ACERUB05_SH",20,8,1,50,24,26
"ACERUB06_SH_12","ACERUB","SH","ACERUB06_SH",20,8,1,56,16,40
"ACERUB07_SH_05","ACERUB","SH","ACERUB07_SH",20,8,1,50,16,34
"ACERUB08_SH_10","ACERUB","SH","ACERUB08_SH",20,8,1,24,16,8
"ACERUB09_SH_04","ACERUB","SH","ACERUB09_SH",20,8,1,31,24,7
"ACERUB10_HF_03","ACERUB","HF","ACERUB10_HF",20,8,1,56,50,6
"ACERUB10_SH_12","ACERUB","SH","ACERUB10_SH",20,8,1,31,16,15
"ACERUB11_HF_10","ACERUB","HF","ACERUB11_HF",20,8,1,24,16,8
"ACERUB13_HF_05","ACERUB","HF","ACERUB13_HF",20,8,1,38,16,22
"ACERUB14_HF_02","ACERUB","HF","ACERUB14_HF",20,8,1,50,24,26
"ACERUB99_HF_03","ACERUB","HF","ACERUB99_HF",20,8,1,38,24,14
"ACESAC09_SH_08","ACESAC","SH","ACESAC09_SH",20,8,1,38,31,7
"ACESAC10_SH_12","ACESAC","SH","ACESAC10_SH",20,8,1,38,31,7
"ACESAC99_HF_07","ACESAC","HF","ACESAC99_HF",20,8,1,38,24,14
"ACESAC99_SH_11","ACESAC","SH","ACESAC99_SH",20,8,1,50,38,12
"BETALL01_SH_08","BETALL","SH","BETALL01_SH",20,8,1,50,24,26
"BETALL02_SH_03","BETALL","SH","BETALL02_SH",20,8,1,38,24,14
"BETALL03_SH_01","BETALL","SH","BETALL03_SH",20,8,1,24,16,8
"BETALL08_SH_12","BETALL","SH","BETALL08_SH",20,8,1,24,16,8
"BETALL09_SH_10","BETALL","SH","BETALL09_SH",20,8,1,31,16,15
"BETALL10_HF_07","BETALL","HF","BETALL10_HF",20,8,1,38,24,14
"BETALL10_SH_06","BETALL","SH","BETALL10_SH",20,8,1,24,16,8
"BETALL16_HF_12","BETALL","HF","BETALL16_HF",20,8,1,24,16,8
"BETALL17_HF_09","BETALL","HF","BETALL17_HF",20,8,1,31,24,7
"BETALL18_HF_10","BETALL","HF","BETALL18_HF",20,8,1,31,16,15
"BETALL19_HF_08","BETALL","HF","BETALL19_HF",20,8,1,31,16,15
"BETALL20_HF_08","BETALL","HF","BETALL20_HF",20,8,1,24,16,8
"BETPAP04_SH_11","BETPAP","SH","BETPAP04_SH",20,8,1,24,16,8
"BETPAP06_HF_06","BETPAP","HF","BETPAP06_HF",20,8,1,24,16,8
"BETPAP06_SH_12","BETPAP","SH","BETPAP06_SH",20,8,1,24,16,8
"BETPAP07_SH_07","BETPAP","SH","BETPAP07_SH",20,8,1,50,16,34
"BETPAP08_SH_06","BETPAP","SH","BETPAP08_SH",20,8,1,56,16,40
"BETPAP09_HF_07","BETPAP","HF","BETPAP09_HF",20,8,1,24,16,8
"BETPAP09_SH_12","BETPAP","SH","BETPAP09_SH",20,8,1,24,16,8
"BETPAP10_SH_05","BETPAP","SH","BETPAP10_SH",20,8,1,31,16,15
"BETPAP13_HF_08","BETPAP","HF","BETPAP13_HF",20,8,1,24,16,8
"BETPAP14_HF_04","BETPAP","HF","BETPAP14_HF",20,8,1,24,16,8
"FAGGRA02_SH_05","FAGGRA","SH","FAGGRA02_SH",20,8,1,56,50,6
"FAGGRA10_HF_05","FAGGRA","HF","FAGGRA10_HF",20,8,1,56,50,6
"FAGGRA13_HF_02","FAGGRA","HF","FAGGRA13_HF",20,8,1,56,38,18
"ILEMUC01_SH_12","ILEMUC","SH","ILEMUC01_SH",20,8,1,24,16,8
"ILEMUC03_HF_12","ILEMUC","HF","ILEMUC03_HF",20,8,1,24,16,8
"ILEMUC03_SH_05","ILEMUC","SH","ILEMUC03_SH",20,8,1,31,16,15
"ILEMUC04_HF_12","ILEMUC","HF","ILEMUC04_HF",20,8,1,31,16,15
"ILEMUC04_SH_12","ILEMUC","SH","ILEMUC04_SH",20,8,1,24,16,8
"ILEMUC05_HF_05","ILEMUC","HF","ILEMUC05_HF",20,8,1,24,16,8
"ILEMUC05_SH_07","ILEMUC","SH","ILEMUC05_SH",20,8,1,24,16,8
"ILEMUC06_HF_01","ILEMUC","HF","ILEMUC06_HF",20,8,1,31,24,7
"ILEMUC06_SH_02","ILEMUC","SH","ILEMUC06_SH",20,8,1,24,16,8
"ILEMUC07_HF_09","ILEMUC","HF","ILEMUC07_HF",20,8,1,24,16,8
"ILEMUC07_SH_03","ILEMUC","SH","ILEMUC07_SH",20,8,1,24,16,8
"ILEMUC08_HF_07","ILEMUC","HF","ILEMUC08_HF",20,8,1,24,16,8
"POPGRA01_SH_10","POPGRA","SH","POPGRA01_SH",20,8,1,38,24,14
"POPGRA02_HF_10","POPGRA","HF","POPGRA02_HF",20,8,1,24,16,8
"POPGRA02_SH_02","POPGRA","SH","POPGRA02_SH",20,8,1,31,16,15
"POPGRA03_HF_12","POPGRA","HF","POPGRA03_HF",20,8,1,31,24,7
"POPGRA04_SH_09","POPGRA","SH","POPGRA04_SH",20,8,1,50,38,12
"POPGRA05_HF_09","POPGRA","HF","POPGRA05_HF",20,8,1,50,31,19
"POPGRA05_SH_06","POPGRA","SH","POPGRA05_SH",20,8,1,24,16,8
"POPGRA06_HF_02","POPGRA","HF","POPGRA06_HF",20,8,1,31,24,7
"POPGRA06_SH_05","POPGRA","SH","POPGRA06_SH",20,8,1,31,24,7
"POPGRA07_HF_05","POPGRA","HF","POPGRA07_HF",20,8,1,31,24,7
"POPGRA08_SH_02","POPGRA","SH","POPGRA08_SH",20,8,1,31,16,15
"QUERUB04_SH_05","QUERUB","SH","QUERUB04_SH",20,8,1,31,24,7
"QUERUB05_SH_03","QUERUB","SH","QUERUB05_SH",20,8,1,38,24,14
"QUERUB06_SH_11","QUERUB","SH","QUERUB06_SH",20,8,1,31,24,7
"QUERUB07_SH_09","QUERUB","SH","QUERUB07_SH",20,8,1,31,24,7
"QUERUB08_SH_09","QUERUB","SH","QUERUB08_SH",20,8,1,38,24,14
"QUERUB10_SH_09","QUERUB","SH","QUERUB10_SH",20,8,1,31,24,7
"QUERUB15_HF_06","QUERUB","HF","QUERUB15_HF",20,8,1,31,24,7
"QUERUB16_HF_02","QUERUB","HF","QUERUB16_HF",20,8,1,31,24,7
"QUERUB17_HF_01","QUERUB","HF","QUERUB17_HF",20,8,1,31,24,7
"QUERUB20_HF_12","QUERUB","HF","QUERUB20_HF",20,8,1,31,24,7
"QUERUB23_HF_11","QUERUB","HF","QUERUB23_HF",20,8,1,38,24,14
